Total ,Sport,Age,Height,Weight,Sex
1,Archery,24,168,61,F
0,Athletics,33,169,53,F
0,Cycling - Track,24,166,60,F
0,Synchronised Swimming,22,173,,F
0,Athletics,35,193,136,M
0,Judo,23,187,90,M
0,Football,24,166,58,F
0,Athletics,29,155,46,F
0,Athletics,32,162,55,F
0,Weightlifting,23,,56,M
0,Football,20,183,89,M
0,Sailing,41,172,62,F
0,Volleyball,24,189,74,F
0,Volleyball,24,186,61,F
0,Athletics,25,198,81,M
0,Volleyball,29,206,100,M
0,Judo,30,165,57,F
0,Athletics,29,178,110,F
0,Cycling - Mountain Bike,25,168,52,M
0,Athletics,25,160,55,F
0,Shooting,30,175,68,M
0,Football,22,170,73,M
0,Wrestling,25,177,74,M
0,Beach Volleyball,32,193,88,M
0,Volleyball,27,192,85,M
0,Athletics,35,,,M
0,Athletics,21,175,64,M
0,Athletics,25,175,68,F
0,Tennis,26,166,53,F
0,Fencing,21,183,76,M
0,Beach Volleyball,30,185,75,F
0,Football,22,167,57,F
0,Boxing,22,188,,M
0,Athletics,31,185,83,M
1,Gymnastics - Artistic,15,157,,F
0,Fencing,23,165,57,F
0,Diving,26,175,73,M
0,Diving,22,170,67,M
0,Shooting,20,168,57,F
0,Hockey,27,188,88,M
0,Canoe Slalom,20,178,75,M
0,Rowing,28,185,85,M
0,Weightlifting,21,175,85,M
0,Gymnastics - Rhythmic,19,162,,F
0,Rowing,28,182,79,F
0,Athletics,37,172,60,M
0,Athletics,23,157,45,F
0,Rowing,25,173,59,F
0,Swimming,21,190,81,M
0,Swimming,19,168,62,F
0,Boxing,24,178,,M
0,Rowing,30,193,93,M
0,Athletics,27,165,52,F
0,Football,20,178,75,M
0,Cycling - Track,23,180,64,F
0,Football,27,170,66,F
0,Archery,31,178,72,M
0,Athletics,38,191,106,M
0,Athletics,26,170,77,M
0,Modern Pentathlon,36,173,59,F
0,Volleyball,28,190,81,M
0,Water Polo,24,193,100,M
0,Swimming,17,,,F
0,Athletics,23,,,M
0,Swimming,18,157,53,F
0,Athletics,19,185,79,F
0,Swimming,27,175,62,F
0,Athletics,30,178,64,M
0,Athletics,21,171,67,F
0,Athletics,25,,,M
0,Athletics,28,170,82,F
0,Football,23,185,80,M
0,Sailing,32,187,83,M
0,Wrestling,27,180,112,M
0,Water Polo,27,178,61,F
0,Athletics,24,175,65,M
0,Canoe Sprint,26,185,86,M
0,Rowing,24,196,98,M
0,Athletics,26,180,61,M
0,Athletics,32,180,68,F
0,Cycling - Road,25,172,65,M
0,Hockey,34,173,80,F
0,Swimming,28,192,90,M
0,Hockey,25,163,60,F
0,Swimming,19,176,69,F
0,Boxing,30,181,,M
0,Rowing,24,184,74,M
0,Sailing,27,,,M
0,Athletics,25,188,87,M
0,Hockey,31,165,66,F
0,Swimming,23,178,80,M
0,Water Polo,23,170,62,F
0,Athletics,25,173,60,M
0,Athletics,28,189,86,M
0,Rowing,24,194,97,M
0,Canoe Sprint,32,193,96,M
0,Athletics,30,183,63,F
1,Cycling - Track,29,185,77,M
0,Rowing,28,194,90,M
0,Equestrian,36,175,83,M
1,Weightlifting,21,147,48,F
0,Weightlifting,30,172,85,M
0,Athletics,29,180,63,F
0,Swimming,28,196,76,M
0,Water Polo,25,188,94,M
0,Athletics,25,171,62,F
0,Triathlon,25,175,59,F
0,Athletics,27,183,62,F
0,Cycling - Mountain Bike,32,174,62,M
0,Handball,22,180,73,F
0,Table Tennis,29,178,70,M
0,Athletics,23,179,60,F
0,Basketball,31,198,95,M
0,Swimming,20,185,74,M
0,Rowing,32,187,90,M
2,Swimming,21,179,69,F
0,Fencing,28,191,90,M
0,Taekwondo,22,,,F
0,Football,22,178,78,M
1,Archery,24,179,65,F
0,Athletics,27,172,53,F
0,Athletics,33,172,65,M
0,Wrestling,24,172,60,M
0,Hockey,26,180,80,M
0,Equestrian,56,177,76,M
0,Tennis,26,185,75,M
0,Swimming,27,191,86,M
1,Canoe Slalom,30,183,76,M
0,Fencing,29,190,85,M
0,Wrestling,22,181,120,M
0,Water Polo,24,200,100,M
0,Athletics,27,201,126,M
0,Athletics,25,177,73,M
0,Athletics,29,190,75,M
0,Football,26,168,65,F
0,Sailing,34,177,75,M
0,Athletics,35,188,75,M
0,Cycling - BMX,23,167,68,F
0,Sailing,24,185,71,M
0,Athletics,27,192,93,M
0,Athletics,29,185,71,M
1,Judo,26,159,52,F
0,Athletics,28,,,M
0,Swimming,28,187,76,M
0,Volleyball,21,189,70,F
0,Hockey,28,181,77,M
0,Taekwondo,18,172,,F
0,Equestrian,39,,,M
0,Athletics,29,178,61,M
0,Cycling - Road,31,188,73,M
0,Sailing,33,175,60,F
0,Tennis,35,186,80,M
0,Weightlifting,27,168,77,M
0,Weightlifting,25,158,62,M
0,Football,23,168,82,M
0,Volleyball,26,209,101,M
0,Modern Pentathlon,34,179,87,M
0,Gymnastics - Artistic,25,173,,M
0,Basketball,28,192,88,M
0,Swimming,22,193,92,M
0,Athletics,23,172,59,F
0,Judo,28,193,78,F
0,Gymnastics - Rhythmic,18,166,,F
0,Wrestling,29,169,72,F
0,Athletics,21,183,116,M
0,Tennis,25,177,65,F
0,Wrestling,23,170,66,M
0,Boxing,27,170,,M
0,Athletics,23,193,115,F
0,Athletics,30,189,73,M
0,Cycling - Road,22,183,74,M
0,Weightlifting,28,,83,M
0,Swimming,16,165,50,F
0,Wrestling,29,168,66,M
0,Athletics,30,155,43,F
0,Athletics,24,180,115,F
0,Athletics,28,,,M
0,Wrestling,26,186,96,M
0,Athletics,26,166,57,F
1,Rowing,24,186,93,M
1,Judo,26,174,73,M
0,Football,22,165,54,M
0,Athletics,19,178,61,M
0,Table Tennis,42,181,80,M
0,Athletics,26,163,54,F
0,Table Tennis,36,183,,M
0,Athletics,24,178,65,M
0,Football,24,165,58,F
0,Football,21,176,74,M
0,Football,22,183,70,M
0,Synchronised Swimming,21,165,,F
0,Rowing,18,182,73,F
0,Athletics,25,185,83,M
0,Canoe Sprint,24,178,77,M
0,Athletics,26,170,60,F
0,Volleyball,24,175,64,F
0,Athletics,29,176,70,M
0,Athletics,29,176,58,F
0,Canoe Sprint,33,184,84,M
0,Canoe Sprint,27,179,71,F
0,Weightlifting,23,159,61,M
0,Football,19,168,56,F
0,Football,23,168,62,M
0,Football,32,175,70,M
0,Weightlifting,19,155,58,F
0,Table Tennis,32,179,84,M
0,Football,19,175,72,M
0,Weightlifting,22,197,165,M
0,Athletics,26,179,76,F
0,Hockey,25,170,64,M
0,Wrestling,30,190,120,M
0,Modern Pentathlon,25,167,57,F
0,Sailing,23,197,104,M
0,Basketball,25,178,66,F
0,Volleyball,29,185,78,M
0,Athletics,37,164,53,F
0,Shooting,43,168,58,F
1,Fencing,33,160,54,F
0,Fencing,25,184,79,M
0,Fencing,25,184,79,M
0,Table Tennis,23,170,60,F
0,Gymnastics - Rhythmic,18,175,,F
0,Shooting,31,,,M
0,Swimming,24,,,F
0,Wrestling,31,153,48,F
0,Fencing,25,191,73,M
0,Football,25,163,54,F
0,Swimming,18,181,88,M
0,Canoe Slalom,28,167,62,F
0,Cycling - Road,27,187,75,M
0,Beach Volleyball,27,195,92,M
0,Shooting,25,183,83,M
0,Table Tennis,36,189,83,M
0,Athletics,20,168,57,F
0,Athletics,24,182,82,F
0,Triathlon,29,170,56,F
0,Athletics,27,176,67,F
0,Athletics,27,160,50,F
0,Basketball,28,198,103,M
0,Athletics,25,188,63,M
0,Athletics,27,185,70,M
0,Cycling - Track,28,165,60,F
0,Judo,32,157,66,M
0,Athletics,26,176,66,M
0,Synchronised Swimming,22,172,,F
0,Athletics,34,175,64,M
0,Football,22,181,77,M
0,Athletics,23,168,57,F
0,Athletics,24,178,61,F
0,Shooting,41,170,68,M
0,Synchronised Swimming,22,171,,F
0,Boxing,24,170,,M
0,Diving,23,160,60,M
0,Cycling - Road,28,186,73,M
0,Weightlifting,23,168,68,M
0,Hockey,24,157,54,F
0,Weightlifting,23,163,69,M
1,Diving,20,167,47,M
0,Diving,26,165,57,F
0,Volleyball,26,177,82,F
0,Athletics,28,185,72,M
0,Triathlon,30,168,53,F
0,Athletics,30,171,58,F
0,Shooting,37,183,95,M
0,Shooting,35,,,M
0,Cycling - Track,28,166,57,F
0,Athletics,30,,,M
0,Athletics,27,,,M
0,Football,19,177,73,M
0,Athletics,25,195,80,M
0,Boxing,19,,,M
0,Gymnastics - Rhythmic,22,175,,F
0,Swimming,22,182,75,M
0,Taekwondo,23,172,,M
0,Athletics,21,165,80,M
0,Volleyball,33,159,53,F
0,Athletics,27,160,52,F
0,Swimming,19,176,60,F
0,Volleyball,33,205,85,M
0,Gymnastics - Rhythmic,24,178,,F
0,Basketball,24,183,94,F
0,Athletics,19,173,61,M
0,Handball,23,158,64,F
0,Swimming,32,,87,M
0,Beach Volleyball,37,200,107,M
0,Sailing,32,183,74,M
0,Athletics,21,165,55,F
0,Volleyball,36,184,78,M
0,Badminton,29,163,56,F
0,Athletics,30,164,57,F
0,Badminton,27,172,63,M
0,Swimming,23,187,78,M
0,Boxing,28,179,,M
0,Water Polo,20,191,98,M
0,Triathlon,30,174,64,M
0,Weightlifting,22,187,138,M
0,Cycling - Road,30,184,75,M
0,Shooting,43,182,95,M
0,Athletics,27,189,76,M
0,Badminton,24,164,58,F
0,Swimming,15,168,63,F
0,Sailing,25,180,72,M
0,Taekwondo,29,197,,M
0,Handball,28,188,87,M
0,Shooting,21,,,F
0,Athletics,29,170,59,F
1,Rowing,35,202,100,M
0,Judo,23,,80,M
0,Swimming,18,165,56,F
0,Badminton,30,171,75,M
0,Gymnastics - Artistic,20,165,,M
0,Fencing,32,170,60,F
0,Swimming,26,190,84,M
0,Wrestling,29,161,63,F
1,Rowing,23,194,94,M
0,Canoe Slalom,16,159,58,F
0,Equestrian,28,163,63,M
0,Hockey,24,160,56,F
0,Badminton,21,171,70,F
0,Badminton,29,168,60,M
0,Athletics,25,178,60,M
1,Rowing,29,169,55,M
0,Football,27,170,64,F
0,Sailing,21,187,75,M
0,Swimming,27,184,81,M
0,Shooting,32,180,74,M
0,Volleyball,30,194,83,M
0,Swimming,19,167,54,F
0,Athletics,23,171,62,F
0,Boxing,28,168,,F
0,Handball,36,176,66,F
0,Athletics,27,,,F
0,Athletics,26,172,60,F
0,Athletics,21,180,72,F
0,Athletics,24,176,65,F
0,Boxing,22,,,M
0,Gymnastics - Rhythmic,22,175,,F
0,Canoe Slalom,25,177,73,M
0,Football,33,164,55,F
0,Athletics,20,164,47,F
0,Canoe Sprint,24,176,69,F
0,Swimming,25,186,78,M
0,Athletics,30,171,70,F
0,Judo,30,180,100,M
0,Athletics,27,182,90,F
0,Weightlifting,21,160,68,F
1,Rowing,24,203,103,M
0,Fencing,22,170,58,F
0,Weightlifting,17,166,55,M
0,Hockey,25,163,60,F
0,Water Polo,29,185,89,M
0,Sailing,27,177,78,M
0,Football,20,186,85,M
0,Fencing,37,175,60,F
0,Cycling - Road,25,198,78,M
0,Equestrian,27,177,62,M
0,Shooting,32,163,66,F
0,Sailing,29,171,65,F
0,Sailing,39,187,83,M
0,Football,28,179,64,F
1,Rowing,26,163,48,F
0,Badminton,29,173,64,F
0,Athletics,24,183,89,M
0,Shooting,21,170,63,F
0,Shooting,42,197,99,M
0,Swimming,18,183,76,M
0,Shooting,25,182,75,M
0,Tennis,32,166,65,F
0,Sailing,22,180,82,M
0,Rowing,26,183,76,F
0,Sailing,25,170,68,F
0,Swimming,25,170,70,F
0,Athletics,20,179,65,F
0,Athletics,23,193,82,M
0,Table Tennis,39,176,74,M
0,Athletics,31,190,67,M
2,Swimming,25,176,65,F
0,Cycling - Road,32,186,69,M
0,Wrestling,23,168,60,M
0,Judo,24,165,63,F
0,Modern Pentathlon,22,175,63,F
0,Fencing,29,189,83,M
0,Sailing,31,174,65,M
0,Athletics,30,180,66,F
0,Judo,29,186,94,M
0,Shooting,26,186,67,M
0,Sailing,25,165,64,F
1,Rowing,25,191,97,M
0,Rowing,27,190,90,M
0,Football,24,173,71,F
0,Judo,28,176,81,M
4,Swimming,22,185,74,F
0,Equestrian,43,169,63,F
0,Athletics,23,185,83,M
0,Rowing,25,202,95,M
0,Swimming,22,176,72,M
0,Swimming,32,190,84,M
0,Badminton,27,191,84,M
0,Canoe Sprint,27,182,80,M
0,Water Polo,27,189,99,M
0,Modern Pentathlon,26,178,60,F
1,Rowing,21,195,96,M
0,Swimming,17,170,62,M
0,Volleyball,28,200,103,M
0,Cycling - Road,23,183,72,M
0,Canoe Slalom,26,176,63,F
1,Equestrian,34,183,68,M
0,Swimming,23,184,67,F
1,Swimming,28,179,64,F
0,Equestrian,34,165,71,M
0,Canoe Slalom,27,180,70,M
0,Athletics,24,175,70,F
0,Handball,27,197,105,M
0,Rowing,21,185,74,M
0,Rowing,22,180,72,F
0,Hockey,28,177,64,F
0,Archery,28,163,54,F
0,Beach Volleyball,39,203,94,M
0,Swimming,16,188,73,M
0,Cycling - Mountain Bike,26,185,70,M
0,Rowing,21,185,72,F
0,Hockey,24,183,74,F
0,Handball,30,190,88,M
1,Rowing,24,190,98,M
0,Shooting,50,167,74,M
0,Canoe Sprint,34,173,68,F
0,Swimming,27,173,80,M
0,Cycling - Mountain Bike,26,172,68,M
0,Swimming,21,180,75,M
0,Beach Volleyball,27,171,58,F
0,Beach Volleyball,25,183,70,F
0,Athletics,26,180,105,F
0,Tennis,26,183,83,M
0,Fencing,27,189,80,M
0,Athletics,32,173,63,F
0,Volleyball,26,197,95,M
0,Canoe Sprint,27,173,62,F
0,Athletics,28,174,64,F
0,Athletics,27,187,70,M
0,Rowing,21,161,50,F
0,Equestrian,49,175,65,M
0,Triathlon,30,190,80,M
0,Basketball,32,206,108,M
0,Football,27,163,59,F
0,Wrestling,26,168,60,M
0,Football,25,160,62,F
0,Athletics,30,186,132,M
0,Water Polo,24,197,85,M
0,Athletics,31,206,93,M
0,Football,25,181,64,F
0,Athletics,28,167,64,F
0,Taekwondo,22,185,,M
0,Volleyball,39,191,85,F
1,Rowing,28,176,73,F
0,Swimming,24,187,82,M
0,Basketball,30,180,67,F
0,Athletics,33,185,78,M
0,Athletics,26,172,57,F
1,Rowing,40,197,97,M
0,Sailing,24,182,75,M
0,Athletics,28,177,56,M
0,Athletics,37,186,87,M
0,Football,22,192,82,M
0,Judo,24,177,81,M
0,Shooting,18,179,65,F
0,Athletics,30,179,75,M
0,Handball,28,188,75,F
2,Swimming,20,180,70,F
0,Athletics,35,169,56,F
0,Football,20,185,83,M
0,Water Polo,35,198,115,M
0,Athletics,24,178,61,M
0,Football,27,176,62,F
0,Football,30,177,64,F
0,Diving,27,175,70,M
0,Rowing,34,187,71,M
0,Basketball,27,196,80,M
0,Water Polo,22,183,104,F
0,Equestrian,26,170,59,F
0,Rowing,31,190,90,M
0,Gymnastics - Artistic,18,162,,F
0,Shooting,46,174,68,F
0,Athletics,40,172,51,F
0,Sailing,27,171,73,M
0,Boxing,23,169,,M
0,Rowing,31,177,69,F
0,Hockey,22,170,64,F
0,Wrestling,29,176,84,M
0,Athletics,20,165,59,F
0,Football,25,174,67,F
0,Swimming,28,175,63,F
0,Athletics,28,203,125,M
0,Beach Volleyball,23,210,101,M
0,Wrestling,22,155,55,M
0,Athletics,21,178,73,F
0,Beach Volleyball,26,183,70,F
0,Athletics,27,188,94,F
0,Athletics,26,170,65,F
0,Boxing,21,170,,M
0,Rowing,23,194,84,F
0,Sailing,42,167,58,F
0,Hockey,32,178,75,M
0,Table Tennis,27,172,59,F
0,Football,18,154,50,F
0,Athletics,26,180,73,M
0,Swimming,27,174,59,F
0,Tennis,28,190,75,M
0,Badminton,24,171,63,M
0,Football,24,168,55,F
0,Shooting,21,155,48,F
0,Basketball,22,206,130,M
1,Cycling - Track,24,189,77,M
0,Taekwondo,27,165,,F
0,Canoe Sprint,36,165,65,F
0,Handball,27,184,82,F
0,Wrestling,27,175,66,M
0,Cycling - Track,29,189,76,M
0,Shooting,34,180,81,M
0,Archery,28,178,87,M
0,Gymnastics - Artistic,16,154,,F
0,Athletics,33,176,64,F
0,Football,28,173,71,F
0,Athletics,33,173,59,F
0,Sailing,35,158,52,F
0,Handball,26,195,96,M
0,Weightlifting,27,152,55,M
0,Gymnastics - Rhythmic,17,173,,F
0,Triathlon,26,172,65,M
0,Hockey,25,168,56,F
0,Weightlifting,24,163,67,M
0,Wrestling,29,185,120,M
0,Wrestling,22,170,66,M
0,Wrestling,18,179,96,M
0,Athletics,22,184,75,M
0,Rowing,24,190,72,M
0,Athletics,30,174,62,M
0,Hockey,23,,,M
0,Swimming,23,170,68,M
0,Hockey,18,,,M
0,Judo,16,,80,F
0,Table Tennis,25,165,58,F
0,Fencing,18,152,52,F
0,Fencing,21,185,72,M
0,Swimming,18,157,50,F
0,Water Polo,21,183,71,M
0,Athletics,23,172,66,F
0,Athletics,32,,,F
0,Wrestling,25,165,63,F
0,Volleyball,20,168,60,F
1,Fencing,26,178,68,F
0,Swimming,21,196,90,M
0,Cycling - Track,29,171,63,F
0,Swimming,28,188,79,M
0,Swimming,17,171,56,F
0,Swimming,23,192,85,M
0,Wrestling,28,174,74,M
0,Cycling - Track,28,160,53,F
0,Tennis,25,188,59,F
0,Equestrian,29,,,M
0,Wrestling,23,180,84,M
0,Shooting,22,175,75,F
0,Hockey,26,174,73,F
0,Athletics,22,175,60,F
0,Swimming,21,178,73,M
0,Volleyball,34,192,73,F
0,Gymnastics - Artistic,25,183,,M
1,Judo,20,167,66,M
0,Hockey,29,181,89,M
0,Sailing,29,167,60,F
0,Athletics,24,177,58,F
0,Athletics,30,192,85,M
0,Sailing,24,183,80,M
0,Cycling - Mountain Bike,26,163,60,F
0,Swimming,23,190,82,M
0,Swimming,23,186,78,M
0,Table Tennis,21,194,77,M
0,Hockey,24,152,50,F
0,Boxing,17,175,,F
0,Athletics,24,168,50,F
0,Gymnastics - Artistic,21,163,,M
0,Wrestling,21,165,55,M
0,Weightlifting,24,165,103,F
0,Swimming,16,165,61,F
0,Boxing,26,179,,M
0,Fencing,25,167,57,F
0,Boxing,23,168,,M
0,Table Tennis,19,173,65,M
0,Volleyball,22,173,66,F
0,Gymnastics - Artistic,21,154,,F
0,Badminton,28,167,57,F
0,Handball,32,181,80,F
0,Beach Volleyball,35,190,88,M
0,Synchronised Swimming,23,170,,F
1,Weightlifting,22,161,68,F
0,Athletics,26,187,61,F
0,Athletics,21,191,82,M
0,Water Polo,22,183,81,M
0,Athletics,22,167,52,F
0,Sailing,25,176,74,F
0,Athletics,34,169,50,F
0,Shooting,41,170,73,M
0,Wrestling,28,,,M
0,Canoe Sprint,25,186,97,M
0,Canoe Sprint,26,180,86,M
0,Canoe Slalom,24,177,75,M
0,Athletics,21,190,75,M
0,Athletics,23,173,58,M
0,Canoe Sprint,26,196,109,M
0,Judo,23,162,60,M
0,Cycling - Track,24,166,65,F
0,Gymnastics - Rhythmic,17,,,F
0,Athletics,23,164,60,F
0,Athletics,21,166,45,F
0,Athletics,24,160,48,F
0,Rowing,33,180,78,F
0,Athletics,28,199,85,M
0,Athletics,26,172,56,F
0,Fencing,29,177,66,F
0,Basketball,23,198,84,M
0,Water Polo,39,197,85,M
0,Athletics,33,174,62,F
0,Tennis,24,180,68,F
0,Weightlifting,26,190,140,M
0,Judo,27,181,101,M
0,Athletics,28,182,60,M
0,Athletics,25,178,92,F
0,Sailing,36,188,84,M
0,Table Tennis,24,172,68,F
0,Judo,26,164,59,M
0,Archery,19,183,68,F
0,Shooting,22,,,F
0,Shooting,33,180,82,M
0,Athletics,32,168,55,F
0,Athletics,26,188,120,M
0,Handball,32,178,74,F
0,Cycling - Road,30,198,82,M
0,Rowing,25,197,100,M
0,Football,20,194,85,M
0,Rowing,27,184,74,M
0,Canoe Sprint,24,193,92,M
0,Rowing,21,182,72,F
0,Football,20,166,70,F
0,Athletics,26,177,55,F
0,Judo,27,165,60,M
0,Rowing,28,169,57,F
0,Handball,27,189,84,F
0,Athletics,19,172,61,M
0,Handball,32,188,85,M
0,Shooting,26,175,60,M
0,Swimming,17,161,50,F
0,Athletics,25,177,73,M
0,Swimming,21,185,76,M
0,Table Tennis,27,168,59,F
0,Swimming,26,189,80,M
0,Athletics,27,198,84,M
0,Volleyball,25,183,62,F
0,Football,22,178,69,M
0,Athletics,23,156,57,F
0,Athletics,26,179,76,M
0,Taekwondo,30,178,,M
0,Canoe Sprint,26,186,88,M
0,Canoe Sprint,21,176,75,M
0,Swimming,25,,,M
0,Handball,22,176,68,F
0,Triathlon,23,170,60,M
0,Athletics,21,,,M
0,Beach Volleyball,29,177,68,F
0,Table Tennis,31,161,57,F
0,Football,23,179,76,M
0,Judo,22,172,63,F
1,Judo,25,203,155,M
0,Judo,20,168,57,F
0,Athletics,31,173,60,M
0,Boxing,26,185,,M
0,Athletics,32,173,80,F
0,Table Tennis,26,159,56,F
0,Athletics,25,,,F
0,Handball,24,177,65,F
0,Athletics,25,178,63,M
0,Athletics,22,177,58,F
0,Triathlon,32,169,58,F
0,Judo,22,188,135,M
0,Swimming,21,171,60,F
0,Judo,30,175,80,M
0,Rowing,23,191,94,M
0,Rowing,42,190,90,M
0,Tennis,27,180,69,M
0,Athletics,38,160,45,F
0,Handball,22,190,88,M
0,Handball,26,190,95,M
0,Sailing,35,185,103,M
0,Swimming,21,185,75,M
0,Athletics,25,165,54,F
0,Athletics,30,162,59,F
0,Athletics,27,175,59,F
0,Weightlifting,27,168,62,F
0,Athletics,28,170,70,F
0,Weightlifting,22,152,56,M
0,Football,29,175,67,F
0,Athletics,32,170,58,F
0,Football,23,177,69,M
0,Weightlifting,23,172,84,M
0,Shooting,28,,,F
0,Athletics,25,,,M
0,Hockey,21,,,M
0,Hockey,23,,,M
0,Athletics,27,,,M
0,Rowing,23,178,69,M
0,Hockey,20,,,M
0,Athletics,25,,,M
0,Hockey,26,,,M
0,Hockey,26,,,M
0,Hockey,24,,,M
0,Rowing,22,,80,M
0,Hockey,29,,,M
0,Athletics,26,,,F
0,Hockey,27,156,47,F
0,Swimming,20,183,77,M
1,Rowing,22,188,95,M
1,Rowing,24,,,M
0,Rowing,27,176,69,F
0,Fencing,31,169,62,M
0,Athletics,25,186,81,M
0,Athletics,23,168,63,M
1,Cycling - Track,25,188,90,M
1,Weightlifting,22,149,58,F
0,Fencing,28,182,81,M
0,Athletics,20,189,94,M
0,Weightlifting,19,150,48,F
0,Triathlon,24,175,61,M
0,Football,22,170,60,F
0,Swimming,20,162,56,F
0,Athletics,34,184,68,M
0,Sailing,25,169,62,F
0,Fencing,30,176,64,F
0,Handball,25,195,93,M
0,Swimming,18,186,70,F
0,Hockey,18,,,M
0,Swimming,19,180,77,M
0,Table Tennis,24,191,88,M
0,Sailing,36,165,58,F
0,Beach Volleyball,33,191,85,M
0,Cycling - Mountain Bike,26,180,67,M
0,Football,22,183,73,M
0,Synchronised Swimming,24,160,,F
0,Equestrian,54,175,77,M
0,Athletics,25,178,60,M
0,Basketball,29,190,,M
0,Rowing,27,182,70,M
0,Football,23,155,48,F
0,Sailing,31,185,94,M
0,Table Tennis,26,176,60,F
0,Handball,31,181,73,F
0,Volleyball,22,190,77,M
0,Athletics,30,170,60,F
0,Fencing,28,183,77,M
0,Athletics,21,160,43,F
0,Sailing,23,166,56,F
0,Sailing,31,168,56,F
0,Athletics,32,188,77,F
0,Swimming,28,180,78,M
0,Athletics,20,183,114,F
0,Athletics,20,,,M
0,Boxing,26,160,,M
0,Sailing,36,183,96,M
0,Basketball,31,204,100,M
0,Sailing,27,186,83,M
0,Basketball,27,193,82,F
0,Athletics,31,187,77,M
0,Rowing,30,194,91,M
0,Swimming,32,188,84,M
0,Rowing,29,193,88,M
0,Beach Volleyball,24,181,69,F
0,Judo,29,170,70,F
0,Football,23,163,55,F
0,Beach Volleyball,25,190,89,M
0,Athletics,26,180,80,M
0,Football,30,183,79,M
0,Athletics,25,178,71,M
0,Swimming,22,172,60,F
0,Athletics,20,183,84,M
0,Table Tennis,34,174,70,M
0,Judo,29,183,73,M
0,Athletics,24,183,115,M
0,Swimming,25,172,59,F
0,Diving,19,168,55,F
0,Hockey,27,179,73,M
0,Canoe Sprint,25,183,85,M
0,Hockey,20,159,57,F
0,Water Polo,29,193,104,M
0,Athletics,22,174,52,F
1,Rowing,22,191,72,M
0,Football,33,156,58,F
0,Basketball,28,182,72,F
0,Athletics,30,166,48,F
1,Gymnastics - Artistic,23,179,,M
0,Volleyball,21,204,97,M
0,Athletics,31,175,67,M
0,Rowing,24,180,68,F
0,Athletics,25,190,95,M
0,Gymnastics - Rhythmic,19,172,,F
0,Football,31,174,64,F
0,Hockey,24,189,93,M
0,Badminton,27,194,80,M
0,Athletics,31,197,130,M
0,Water Polo,26,181,68,F
0,Canoe Sprint,30,186,92,M
0,Football,22,187,82,M
0,Athletics,36,181,82,F
0,Athletics,27,183,70,M
0,Weightlifting,18,159,58,F
0,Hockey,33,165,66,F
0,Athletics,30,170,60,F
0,Swimming,23,182,62,F
0,Athletics,26,174,85,F
0,Cycling - BMX,18,170,67,F
0,Basketball,31,180,78,F
0,Swimming,23,,,F
0,Handball,27,177,,F
0,Sailing,21,174,64,M
0,Swimming,25,179,81,M
0,Rowing,26,179,74,M
0,Athletics,25,165,58,M
0,Tennis,30,,,M
0,Canoe Sprint,20,175,65,F
0,Weightlifting,26,177,73,F
0,Football,19,188,84,M
0,Swimming,16,175,66,F
0,Athletics,27,185,108,M
0,Volleyball,21,201,88,M
0,Tennis,24,169,61,F
0,Wrestling,19,,74,M
0,Rowing,31,199,97,M
0,Rowing,27,183,72,M
0,Football,22,188,83,M
0,Table Tennis,21,164,65,F
0,Swimming,20,,,M
0,Football,31,175,69,F
0,Athletics,27,191,77,M
0,Athletics,26,165,73,M
0,Athletics,19,186,73,M
0,Synchronised Swimming,21,170,,F
0,Wrestling,34,160,72,F
0,Football,21,176,68,M
0,Hockey,21,179,64,F
0,Sailing,26,170,66,F
0,Badminton,24,175,65,M
0,Gymnastics - Rhythmic,18,158,,F
0,Handball,31,195,95,M
1,Judo,33,178,85,M
0,Water Polo,21,178,82,F
0,Hockey,26,174,70,F
0,Swimming,20,175,67,F
0,Basketball,29,175,72,F
0,Basketball,34,206,113,M
2,Swimming,25,170,61,F
0,Boxing,21,173,,M
0,Football,22,165,68,F
0,Taekwondo,21,166,,F
0,Volleyball,27,183,70,F
0,Athletics,26,165,60,F
0,Football,21,179,83,M
0,Cycling - Road,37,183,72,M
0,Handball,28,192,100,M
0,Athletics,25,170,68,M
0,Athletics,24,175,60,M
0,Taekwondo,20,178,,F
0,Water Polo,33,198,98,M
0,Judo,29,170,73,M
0,Badminton,28,170,56,F
0,Beach Volleyball,30,197,94,M
0,Wrestling,22,170,65,F
0,Athletics,26,172,64,M
0,Wrestling,26,169,55,M
0,Football,19,165,68,F
0,Cycling - Mountain Bike,25,176,65,M
0,Athletics,21,132,62,F
0,Modern Pentathlon,29,178,72,M
0,Cycling - Road,25,186,85,M
0,Swimming,20,183,74,M
0,Football,22,178,68,M
0,Football,38,173,59,F
0,Rowing,18,174,72,F
0,Football,21,172,70,M
0,Athletics,19,168,52,F
0,Athletics,26,175,60,F
0,Swimming,20,,,M
0,Athletics,25,168,58,F
0,Athletics,28,,,F
0,Water Polo,19,188,94,F
0,Basketball,30,197,98,F
0,Wrestling,29,167,55,F
0,Shooting,38,171,60,F
0,Football,27,166,59,F
0,Fencing,29,163,50,F
0,Badminton,23,180,80,M
0,Athletics,26,164,55,F
0,Athletics,22,175,64,F
0,Diving,28,165,56,F
0,Fencing,24,183,75,M
0,Athletics,27,191,79,M
0,Equestrian,22,158,60,F
0,Handball,33,192,95,M
0,Handball,29,178,68,F
0,Boxing,22,175,,M
0,Modern Pentathlon,26,171,71,F
