Total ,Sport,Age,Height,Weight,Sex
0,Athletics,25,180,75,F
0,Athletics,28,155,52,F
0,Boxing,27,180,,F
0,Cycling - Track,23,181,93,M
0,Athletics,26,172,63,F
0,Weightlifting,28,174,105,M
1,Rowing,33,196,95,M
0,Athletics,20,184,79,F
0,Beach Volleyball,25,197,88,M
0,Triathlon,30,166,53,F
0,Equestrian,30,176,68,M
0,Cycling - Mountain Bike,40,168,60,F
0,Basketball,27,210,117,M
0,Swimming,24,183,85,F
0,Athletics,31,182,80,F
0,Cycling - Road,24,161,55,F
0,Equestrian,25,168,55,F
1,Swimming,26,196,92,M
0,Athletics,25,173,61,F
0,Athletics,22,183,67,F
0,Tennis,31,180,65,F
0,Hockey,24,171,64,F
0,Hockey,21,171,60,F
0,Weightlifting,18,159,61,M
0,Taekwondo,32,175,,F
0,Athletics,30,180,85,M
0,Triathlon,24,171,54,F
0,Swimming,20,183,78,M
0,Wrestling,24,157,48,F
0,Wrestling,23,174,66,M
0,Canoe Sprint,23,198,95,M
0,Basketball,35,176,66,F
0,Rowing,26,193,94,M
0,Athletics,26,175,78,F
0,Rowing,20,192,93,M
0,Athletics,23,174,59,F
0,Tennis,26,193,80,M
0,Boxing,28,181,,M
0,Sailing,42,,,F
0,Athletics,30,188,108,M
0,Athletics,28,174,55,F
0,Taekwondo,25,180,,M
0,Cycling - Mountain Bike,24,173,66,M
0,Handball,33,190,87,M
0,Gymnastics - Rhythmic,18,172,,F
0,Sailing,31,176,86,M
0,Volleyball,26,205,80,M
0,Handball,30,192,98,M
0,Athletics,25,189,80,M
0,Volleyball,34,206,107,M
0,Swimming,20,198,82,M
0,Rowing,26,168,70,F
0,Cycling - Road,25,190,80,M
1,Rowing,27,181,74,F
0,Athletics,25,194,80,M
0,Badminton,26,166,56,F
0,Athletics,29,163,50,F
0,Swimming,25,188,85,M
0,Diving,17,158,59,F
0,Athletics,26,191,79,M
0,Volleyball,29,194,96,F
0,Volleyball,23,207,89,M
0,Volleyball,23,185,68,F
0,Swimming,26,185,82,M
0,Modern Pentathlon,25,185,79,M
0,Athletics,24,,,M
0,Sailing,29,181,74,M
0,Equestrian,31,183,70,M
0,Athletics,24,175,80,F
0,Athletics,28,189,115,M
0,Athletics,25,178,72,M
0,Football,21,190,87,M
0,Rowing,28,201,94,M
0,Athletics,34,170,55,F
0,Gymnastics - Rhythmic,18,173,,F
0,Athletics,22,172,62,F
0,Rowing,28,190,93,M
0,Handball,39,197,95,M
0,Shooting,28,166,72,F
0,Swimming,28,180,60,F
0,Water Polo,25,183,75,F
0,Water Polo,19,175,70,F
0,Athletics,29,180,71,M
0,Table Tennis,31,170,65,M
0,Trampoline,31,176,,M
0,Cycling - BMX,21,,,F
0,Swimming,29,172,58,F
0,Weightlifting,29,183,145,M
0,Gymnastics - Artistic,18,160,,F
0,Water Polo,31,198,104,M
0,Swimming,25,184,78,M
0,Athletics,30,160,47,F
0,Canoe Slalom,32,171,77,M
0,Tennis,33,186,79,M
0,Archery,22,175,62,F
0,Swimming,22,174,64,F
0,Rowing,23,182,78,M
0,Gymnastics - Artistic,18,160,,M
0,Handball,32,200,118,M
0,Athletics,27,180,59,F
0,Modern Pentathlon,24,178,61,F
0,Diving,29,168,53,F
0,Volleyball,23,182,86,M
0,Cycling - Road,29,165,56,F
0,Archery,43,,,M
0,Judo,26,180,81,M
0,Athletics,24,181,128,M
0,Taekwondo,29,178,,F
0,Cycling - Road,32,172,68,M
0,Basketball,23,194,89,F
0,Football,22,165,54,F
0,Athletics,28,170,62,F
0,Canoe Sprint,26,186,86,M
0,Sailing,25,176,69,F
0,Sailing,26,178,83,M
0,Swimming,18,183,74,M
0,Hockey,28,193,78,M
0,Swimming,27,197,95,M
0,Hockey,28,166,61,F
0,Water Polo,33,196,96,M
0,Rowing,31,194,93,M
0,Rowing,37,198,99,M
0,Handball,31,191,110,M
0,Athletics,35,181,65,M
0,Rowing,27,183,71,F
0,Athletics,28,179,75,M
0,Football,30,173,64,F
0,Sailing,27,180,72,M
0,Rowing,25,186,85,M
0,Athletics,22,199,122,M
0,Hockey,34,173,74,F
0,Swimming,26,193,90,M
0,Tennis,28,172,68,F
1,Canoe Slalom,33,182,83,M
0,Football,19,172,61,F
0,Sailing,41,172,68,F
0,Swimming,35,189,90,M
0,Athletics,18,,,F
0,Archery,17,190,92,M
0,Hockey,25,190,92,M
0,Shooting,23,158,50,F
0,Rowing,32,190,94,M
0,Boxing,19,158,,M
0,Athletics,24,,,M
0,Football,25,181,81,M
0,Tennis,36,170,62,F
0,Rowing,22,,,M
0,Tennis,23,162,62,F
0,Swimming,25,193,88,M
0,Athletics,28,171,54,F
0,Diving,24,159,57,F
0,Athletics,28,177,62,F
0,Swimming,17,,,M
0,Athletics,33,175,64,M
0,Badminton,31,168,59,F
0,Fencing,35,162,57,F
0,Football,19,187,79,M
1,Judo,27,165,100,F
0,Equestrian,36,170,63,M
0,Shooting,27,153,63,F
0,Athletics,30,183,65,F
0,Gymnastics - Artistic,20,153,,F
0,Athletics,20,190,72,M
0,Swimming,24,197,92,M
0,Fencing,24,180,78,M
0,Water Polo,22,200,93,M
0,Volleyball,24,196,87,M
0,Boxing,21,167,,M
0,Boxing,19,167,,M
0,Shooting,21,180,90,M
0,Handball,28,178,,F
0,Basketball,32,202,98,M
0,Swimming,26,189,78,M
1,Rowing,25,182,82,M
0,Cycling - Track,23,167,50,F
0,Swimming,17,182,67,F
0,Athletics,24,159,53,F
0,Water Polo,22,182,69,F
0,Rowing,24,182,69,M
0,Hockey,23,168,70,F
0,Synchronised Swimming,22,170,,F
3,Swimming,20,198,89,M
0,Water Polo,24,180,80,F
0,Athletics,24,169,60,F
0,Swimming,23,169,61,F
0,Basketball,26,206,95,M
1,Fencing,19,185,72,F
0,Water Polo,25,168,65,F
0,Sailing,31,171,62,F
0,Judo,29,164,52,F
0,Cycling - Track,24,178,92,M
0,Wrestling,22,162,55,F
0,Cycling - Road,37,168,52,F
0,Badminton,21,175,56,F
0,Football,34,172,62,F
0,Swimming,22,182,82,M
0,Boxing,27,163,,M
0,Rowing,36,185,73,F
0,Football,24,169,63,F
0,Athletics,27,176,65,M
0,Cycling - Mountain Bike,38,167,54,F
0,Athletics,23,173,59,F
0,Swimming,20,173,66,F
0,Rowing,17,187,87,M
0,Athletics,33,176,58,F
0,Swimming,21,188,84,M
0,Volleyball,36,196,95,M
0,Boxing,27,181,,M
0,Football,22,181,74,M
2,Swimming,21,168,62,F
0,Boxing,24,186,,M
0,Athletics,24,169,57,M
0,Hockey,23,,,M
0,Handball,28,187,85,M
0,Triathlon,27,177,66,M
0,Handball,32,198,101,M
0,Athletics,19,169,68,F
0,Swimming,29,,,M
0,Swimming,23,180,73,F
0,Equestrian,21,186,69,M
0,Football,29,166,61,F
0,Rowing,30,172,72,F
0,Shooting,22,175,67,M
0,Athletics,31,188,116,M
0,Gymnastics - Artistic,18,154,,F
0,Athletics,21,192,85,M
0,Rowing,33,202,104,M
0,Modern Pentathlon,27,184,75,M
0,Hockey,23,170,62,M
0,Rowing,24,193,94,M
0,Athletics,19,,,F
0,Athletics,21,183,68,M
0,Archery,29,,,F
0,Shooting,43,170,83,M
0,Synchronised Swimming,26,178,,F
0,Shooting,25,171,57,F
0,Swimming,21,177,57,F
0,Athletics,28,178,75,M
1,Rowing,29,199,93,M
0,Fencing,24,182,65,F
0,Swimming,18,165,58,F
0,Athletics,20,178,69,M
0,Wrestling,30,186,96,M
0,Synchronised Swimming,24,164,,F
0,Athletics,29,170,60,M
0,Wrestling,29,163,55,M
0,Canoe Slalom,26,180,75,M
0,Basketball,25,193,84,F
0,Weightlifting,31,183,158,M
0,Table Tennis,25,163,65,F
0,Synchronised Swimming,24,175,,F
0,Swimming,29,175,71,F
0,Weightlifting,27,160,69,M
0,Athletics,30,161,52,F
0,Rowing,29,196,95,M
0,Athletics,29,188,86,M
0,Gymnastics - Artistic,22,174,,M
0,Cycling - Road,27,178,68,M
0,Canoe Sprint,29,193,92,M
0,Handball,21,182,76,M
0,Taekwondo,21,175,,F
0,Boxing,28,180,,M
0,Hockey,30,164,59,F
0,Cycling - Track,28,182,74,M
0,Swimming,21,183,71,M
0,Swimming,21,194,74,M
0,Cycling - Track,32,175,95,M
0,Athletics,27,184,71,M
0,Athletics,19,195,93,M
0,Rowing,30,195,98,M
0,Cycling - Road,24,170,61,M
0,Judo,25,170,66,M
0,Gymnastics - Artistic,21,162,,F
1,Weightlifting,21,159,52,F
0,Canoe Sprint,26,163,56,F
0,Equestrian,31,174,67,M
0,Sailing,25,194,84,M
0,Boxing,23,196,,M
0,Tennis,20,170,61,F
0,Cycling - Track,29,170,70,F
0,Athletics,29,177,64,F
0,Equestrian,33,,,F
0,Handball,33,190,97,M
0,Swimming,27,183,80,M
0,Football,19,166,57,F
0,Volleyball,27,186,65,F
0,Basketball,26,188,77,F
0,Boxing,27,178,,M
0,Rowing,26,165,57,F
0,Wrestling,26,176,84,M
0,Athletics,37,168,54,F
0,Canoe Sprint,30,169,65,F
0,Wrestling,29,163,72,F
0,Athletics,23,190,79,M
0,Rowing,24,182,72,M
0,Boxing,24,184,,M
0,Cycling - BMX,21,163,65,F
0,Swimming,25,185,79,M
0,Modern Pentathlon,31,175,75,M
0,Rowing,23,187,86,M
0,Sailing,22,176,70,F
0,Swimming,23,180,70,F
0,Football,24,172,62,F
0,Shooting,23,161,55,F
0,Beach Volleyball,30,198,92,M
0,Handball,31,195,95,M
0,Weightlifting,21,157,61,M
0,Triathlon,33,188,72,M
0,Tennis,26,170,55,F
0,Athletics,25,170,55,F
0,"Cycling - Road, Cycling - Track",27,175,73,M
0,Football,23,186,75,M
0,Volleyball,27,174,63,F
1,Weightlifting,26,165,75,F
0,Swimming,26,183,65,F
0,Athletics,28,167,46,F
0,Modern Pentathlon,29,176,61,F
0,Fencing,30,172,65,F
0,Athletics,23,159,50,F
0,Sailing,28,166,70,F
0,Judo,22,166,70,F
0,Swimming,23,181,74,F
0,Athletics,30,160,54,M
0,Athletics,19,164,62,F
0,Swimming,14,168,68,F
0,Wrestling,25,178,66,M
0,Weightlifting,23,179,105,M
0,Badminton,23,174,70,M
0,Athletics,25,175,60,F
0,Wrestling,27,180,84,M
0,Badminton,18,163,57,F
0,Rowing,25,194,96,M
1,Rowing,29,180,70,F
0,Athletics,23,171,53,F
0,Swimming,26,185,77,M
0,Water Polo,27,190,83,F
0,Sailing,29,186,80,M
0,Swimming,19,160,53,F
0,Athletics,23,170,59,F
0,Athletics,28,180,60,M
0,Swimming,27,177,79,M
0,Swimming,18,164,54,F
0,Athletics,23,179,62,M
0,Football,21,164,63,F
0,Wrestling,23,177,74,M
0,Rowing,38,178,73,M
0,Equestrian,27,151,49,F
0,Volleyball,34,159,53,F
0,Athletics,19,160,67,M
0,Swimming,16,168,52,F
0,Athletics,23,164,54,F
0,Athletics,21,184,69,M
0,Athletics,30,181,61,M
0,Canoe Sprint,23,185,79,M
0,Canoe Slalom,22,173,70,M
0,Athletics,31,163,50,F
0,Athletics,27,178,58,M
0,Athletics,35,158,54,F
0,Archery,26,,,M
0,Cycling - Track,28,178,64,F
0,Athletics,20,,,M
0,Athletics,37,182,68,M
0,Athletics,39,196,124,M
0,Athletics,25,172,58,F
0,Cycling - Road,32,180,74,M
0,Badminton,24,181,75,M
0,Athletics,24,178,80,F
0,Badminton,21,160,57,F
0,Table Tennis,34,165,60,F
0,Table Tennis,39,152,45,F
0,Archery,18,159,56,F
0,Badminton,25,182,75,M
0,Shooting,40,179,86,M
0,Football,24,164,52,F
0,Hockey,20,167,60,F
1,Gymnastics - Artistic,27,166,,M
0,Gymnastics - Rhythmic,20,166,,F
0,Gymnastics - Artistic,25,157,,F
0,Equestrian,27,170,65,M
1,Gymnastics - Artistic,22,166,,M
0,Wrestling,25,170,66,M
0,Swimming,27,183,85,M
0,Football,30,175,73,F
0,Rowing,26,182,72,F
0,Hockey,36,163,62,F
0,Table Tennis,31,177,74,M
0,Swimming,19,165,54,F
1,Swimming,19,177,70,F
0,Athletics,26,177,67,M
0,Athletics,29,167,57,M
0,Water Polo,23,168,65,F
0,Taekwondo,32,183,,M
0,Sailing,30,174,61,F
0,Swimming,22,160,58,F
0,Volleyball,28,178,77,M
0,Swimming,27,188,75,M
0,Judo,24,160,52,F
0,Fencing,39,187,96,M
1,Rowing,24,183,72,F
0,Wrestling,25,165,60,M
0,Athletics,25,179,115,F
0,Athletics,26,174,66,F
0,Swimming,21,190,84,M
0,Swimming,26,198,90,M
0,Athletics,22,165,59,F
0,Canoe Sprint,33,186,86,M
0,Water Polo,19,170,59,F
1,Swimming,28,185,84,M
0,Athletics,24,169,61,F
1,Canoe Slalom,22,179,79,M
0,Athletics,26,171,60,F
0,Wrestling,20,,55,M
0,Judo,22,180,73,M
0,Taekwondo,19,173,,F
0,Handball,28,174,73,F
1,Swimming,23,182,70,M
0,Athletics,20,177,73,M
0,Basketball,25,180,75,F
0,Hockey,25,173,66,F
0,Wrestling,33,175,120,M
0,Taekwondo,23,180,,M
0,Wrestling,26,160,55,M
0,Cycling - Road,38,159,59,F
1,Judo,22,177,78,F
0,Swimming,19,177,67,F
0,Judo,21,182,81,M
0,Athletics,27,176,76,M
0,Tennis,27,192,90,M
0,Badminton,21,166,50,F
0,Athletics,30,188,68,M
0,Synchronised Swimming,24,167,,F
0,Handball,33,187,110,M
0,Athletics,26,162,46,F
0,Cycling - Road,23,188,71,M
0,Equestrian,37,168,53,F
0,Triathlon,27,175,63,M
0,Football,20,180,43,M
0,Athletics,18,170,57,M
0,Wrestling,22,167,66,M
0,Water Polo,33,205,99,M
0,Cycling - Mountain Bike,26,182,62,M
0,Water Polo,24,169,65,F
0,Canoe Slalom,20,184,80,M
0,Cycling - Track,25,192,79,M
0,Weightlifting,27,163,69,F
0,Athletics,31,,,F
0,Sailing,21,183,81,M
1,Swimming,27,173,60,F
0,Gymnastics - Artistic,16,136,,F
0,Hockey,24,160,62,F
0,Equestrian,41,163,58,F
0,Canoe Slalom,20,166,57,F
0,Modern Pentathlon,30,171,59,F
0,Athletics,26,183,81,F
0,Cycling - Road,28,185,74,M
0,Shooting,27,170,64,M
0,Hockey,22,190,78,M
0,Archery,38,180,100,M
0,Cycling - Track,29,181,73,M
0,Handball,33,178,68,F
0,Canoe Sprint,25,190,94,M
0,Wrestling,28,178,74,M
0,Hockey,21,168,56,F
1,Shooting,30,177,73,M
0,Athletics,25,180,56,M
0,Swimming,24,179,60,M
0,Weightlifting,37,182,105,M
0,Volleyball,36,197,96,M
0,Cycling - Road,37,164,63,F
0,Swimming,32,180,,M
0,Athletics,18,172,65,M
0,Archery,24,180,82,M
0,Boxing,18,,,M
0,Athletics,19,168,72,M
0,Athletics,23,173,64,F
0,Swimming,25,,,F
0,Athletics,26,172,75,M
0,Water Polo,31,187,95,M
0,Cycling - BMX,28,191,86,M
0,Athletics,21,162,55,M
0,Athletics,21,154,45,F
0,Athletics,35,185,80,F
0,Fencing,20,174,56,F
1,Rowing,27,173,68,F
1,Judo,25,168,70,F
0,Rowing,24,188,79,F
0,Football,26,169,59,F
1,Swimming,26,185,84,M
0,Football,20,189,80,M
0,Athletics,28,190,81,M
0,"Cycling - Road, Cycling - Track",26,183,71,M
0,Synchronised Swimming,23,172,,F
1,Gymnastics - Artistic,23,180,,M
0,Athletics,24,166,79,M
0,Athletics,24,169,59,F
0,Hockey,31,163,59,F
0,Athletics,26,185,70,M
0,Football,25,166,59,F
0,Athletics,31,178,67,M
0,Volleyball,27,170,67,F
0,Sailing,24,185,83,M
0,Shooting,24,180,79,M
1,Rowing,25,182,70,M
0,Athletics,27,167,77,M
0,Fencing,31,191,88,M
1,Rowing,52,160,50,F
0,Rowing,29,174,60,F
0,Taekwondo,21,180,,M
1,Equestrian,51,183,73,M
0,Athletics,26,,,F
0,Basketball,29,178,64,F
0,Athletics,30,,,M
0,Rowing,24,193,76,F
0,Volleyball,27,191,82,M
0,Rowing,25,174,75,F
0,Handball,23,188,80,F
0,Athletics,30,,,M
0,Badminton,33,163,50,F
0,Football,33,165,60,F
0,Athletics,35,180,95,F
0,Hockey,24,181,81,M
0,Rowing,26,182,78,F
0,Badminton,25,168,63,F
0,Table Tennis,37,,,F
0,Weightlifting,22,176,84,M
0,Canoe Sprint,29,175,73,F
0,Table Tennis,33,160,55,F
0,Shooting,28,158,55,F
0,Athletics,32,172,64,F
0,Football,19,176,70,M
0,Wrestling,28,175,74,M
0,Wrestling,30,167,96,M
0,Table Tennis,27,162,60,F
0,Swimming,24,183,83,M
0,Synchronised Swimming,23,176,,F
0,Table Tennis,43,177,63,F
0,Football,26,173,61,F
1,Equestrian,56,190,82,M
0,Volleyball,22,208,94,M
0,Gymnastics - Rhythmic,18,173,,F
0,Gymnastics - Rhythmic,17,173,,F
0,Swimming,23,186,80,M
1,Judo,32,192,145,M
0,Handball,27,200,112,M
0,Table Tennis,31,178,76,M
0,Volleyball,24,190,68,F
0,Football,28,180,76,M
0,Wrestling,23,178,74,M
0,Fencing,19,,,M
0,Athletics,18,185,92,M
0,Boxing,22,,,M
0,Boxing,27,172,,M
0,Volleyball,31,185,75,F
0,Judo,25,180,81,M
0,Athletics,22,182,66,M
0,Basketball,29,192,82,F
0,Handball,27,177,83,M
0,Modern Pentathlon,21,173,58,F
0,Canoe Sprint,27,181,81,M
0,Water Polo,25,175,70,F
0,Table Tennis,38,164,65,F
0,Athletics,29,185,73,M
0,Wrestling,28,172,96,M
0,Weightlifting,28,150,52,F
0,Handball,30,179,82,M
0,Swimming,20,192,87,M
0,Handball,22,184,84,M
0,Athletics,21,164,57,F
0,Swimming,19,160,50,F
0,Football,22,185,74,M
0,Hockey,17,,,M
0,Equestrian,32,174,60,M
0,Swimming,27,195,87,M
0,Rowing,26,199,100,M
0,Taekwondo,20,185,,M
0,Rowing,22,184,75,M
0,Weightlifting,23,150,56,M
0,Hockey,31,163,61,F
0,Athletics,32,164,50,F
0,Swimming,24,185,75,M
0,Swimming,20,193,80,M
0,Basketball,27,206,114,M
0,Rowing,26,174,68,F
0,Volleyball,25,200,94,M
0,Canoe Sprint,23,187,91,M
0,Gymnastics - Artistic,25,169,,M
0,Cycling - Road,34,170,62,F
0,Cycling - BMX,24,182,80,M
0,Wrestling,24,162,55,M
0,Triathlon,30,158,49,F
0,Hockey,31,175,79,M
0,Athletics,24,165,50,F
0,Athletics,26,180,70,M
1,Swimming,27,167,64,F
0,Rowing,33,192,100,M
0,Gymnastics - Rhythmic,18,167,,F
0,Swimming,21,175,65,F
0,Wrestling,24,177,74,M
1,Weightlifting,24,162,62,F
0,Athletics,30,186,77,M
0,Fencing,23,168,55,F
0,Athletics,38,181,66,M
0,Badminton,20,165,63,F
0,Judo,26,165,63,F
0,Athletics,24,176,59,M
0,Equestrian,43,165,58,F
0,Taekwondo,25,168,,F
0,Beach Volleyball,31,178,67,F
0,Rowing,26,178,61,F
0,Athletics,36,184,104,M
0,Rowing,26,184,87,M
0,Weightlifting,25,174,84,M
0,Athletics,27,195,125,M
0,Canoe Sprint,20,180,73,F
0,Athletics,27,182,79,M
0,Wrestling,27,165,66,M
0,Gymnastics - Artistic,32,176,,M
0,Tennis,27,188,91,M
0,Sailing,22,184,95,M
0,Table Tennis,27,,63,M
0,Athletics,22,171,62,M
0,Swimming,21,182,72,M
0,Gymnastics - Artistic,19,141,,F
0,Cycling - Track,22,166,60,F
0,Judo,21,169,66,M
0,Wrestling,18,180,88,M
0,Athletics,19,168,79,M
0,Hockey,31,180,77,M
0,Rowing,36,,,M
0,Equestrian,51,,,M
0,Archery,41,175,70,F
0,Sailing,23,181,77,M
0,Athletics,23,174,60,M
0,Diving,18,148,50,F
0,Canoe Sprint,24,165,65,F
0,Weightlifting,22,151,56,M
0,Gymnastics - Rhythmic,22,178,,F
0,Shooting,29,187,121,M
0,Athletics,21,179,70,F
0,Badminton,28,170,59,F
0,Gymnastics - Artistic,27,160,,F
0,Rowing,25,182,76,F
0,Hockey,21,170,65,F
0,Equestrian,35,172,75,M
0,Shooting,26,165,50,F
0,Swimming,23,152,65,F
0,Athletics,27,175,69,F
0,Rowing,33,198,98,M
0,Modern Pentathlon,25,190,75,M
0,Wrestling,19,170,63,F
0,Athletics,31,,,M
0,Rowing,25,190,90,M
2,Swimming,22,183,76,M
0,Hockey,23,175,72,M
1,Archery,27,174,81,M
0,Canoe Slalom,25,175,67,M
0,Sailing,28,174,72,F
0,Athletics,27,180,68,M
0,Tennis,21,165,62,F
0,Athletics,22,184,89,M
0,Sailing,33,175,68,F
0,Athletics,31,173,63,F
0,Volleyball,33,201,88,F
0,Canoe Sprint,22,167,64,F
0,Boxing,24,178,,M
0,Taekwondo,26,178,,M
0,Football,27,183,79,M
0,Volleyball,23,212,112,M
0,Athletics,34,182,62,F
0,Canoe Sprint,25,178,65,F
0,Athletics,24,165,48,F
0,Canoe Sprint,26,191,88,M
0,Hockey,25,186,72,M
0,Diving,26,171,63,M
0,Rowing,26,190,72,M
0,Hockey,24,178,81,M
0,Cycling - Road,29,173,60,M
0,Athletics,24,167,51,F
0,Hockey,24,183,81,M
0,Judo,30,183,81,M
0,Judo,25,180,125,M
0,Judo,27,157,48,F
0,Basketball,30,186,84,M
0,Volleyball,23,207,101,M
1,Diving,32,168,68,M
0,Swimming,23,171,70,F
0,Wrestling,25,186,96,M
0,Athletics,21,168,55,F
0,Judo,21,172,60,M
0,Athletics,29,178,77,M
0,Athletics,26,192,67,M
0,Beach Volleyball,23,181,66,F
0,Water Polo,26,192,93,M
0,Athletics,28,180,65,M
0,Weightlifting,21,150,57,F
0,Wrestling,25,161,55,F
0,Taekwondo,27,186,,M
0,Swimming,20,178,69,M
0,Wrestling,35,176,72,F
0,Boxing,28,168,,F
0,Athletics,33,180,74,M
0,Tennis,27,178,73,M
1,Judo,31,176,66,M
0,Hockey,24,157,54,F
0,Shooting,46,183,95,M
0,Shooting,41,155,53,F
0,Rowing,36,180,74,M
1,Cycling - Road,25,173,62,M
0,Boxing,30,175,,M
0,Archery,35,175,74,F
0,Athletics,25,196,115,M
0,Volleyball,22,191,82,M
0,Judo,28,169,66,M
0,Wrestling,25,177,84,M
0,Football,22,173,64,M
0,Athletics,31,187,123,M
0,Rowing,24,189,88,M
0,Rowing,27,190,72,M
0,Gymnastics - Artistic,21,157,,F
0,Football,20,178,68,M
1,Trampoline,23,176,,M
0,Water Polo,30,195,94,M
0,Athletics,26,196,95,M
0,Athletics,27,165,55,F
0,Volleyball,21,192,71,F
0,Weightlifting,21,,76,F
0,Football,22,165,65,F
0,Athletics,29,169,59,F
0,Athletics,31,165,54,F
0,Boxing,25,190,,M
0,Athletics,27,184,90,M
0,Badminton,31,,,M
0,Table Tennis,26,167,56,F
0,Gymnastics - Artistic,20,149,,F
0,Handball,30,182,90,M
0,Sailing,18,167,56,F
0,Athletics,21,190,93,M
0,Canoe Sprint,29,179,82,M
0,Modern Pentathlon,32,164,53,F
0,Wrestling,34,191,96,M
0,Basketball,20,213,111,M
0,Hockey,26,172,64,F
0,Judo,25,164,66,M
0,Weightlifting,20,162,75,F
0,Boxing,21,167,,M
0,Archery,42,168,63,F
0,Archery,17,176,74,F
0,Weightlifting,27,169,74,F
0,Boxing,28,171,,M
0,Cycling - Mountain Bike,32,,,M
0,Athletics,28,192,78,M
0,Athletics,22,,,M
0,Water Polo,32,191,104,M
1,Judo,22,190,81,M
0,Weightlifting,30,158,69,F
0,Cycling - Road,32,176,62,M
0,Athletics,30,178,62,F
0,Judo,24,155,48,F
0,Sailing,20,170,69,F
0,Sailing,26,172,70,F
0,Athletics,30,191,92,M
0,Hockey,29,179,65,F
0,Hockey,20,178,71,M
0,Cycling - Road,27,181,72,M
0,Swimming,19,182,71,F
0,Swimming,23,166,54,F
0,Swimming,24,178,66,F
0,Athletics,25,169,54,F
0,Athletics,23,168,53,F
0,Cycling - Road,30,167,45,F
0,Triathlon,31,179,76,M
0,Swimming,16,165,61,F
0,Cycling - BMX,25,182,80,M
1,Swimming,24,184,74,M
0,Judo,33,190,100,M
0,Hockey,27,181,77,M
0,Equestrian,41,187,79,M
0,Archery,21,181,71,M
0,Equestrian,24,168,58,M
0,Handball,21,161,61,F
0,Hockey,23,179,82,M
0,"Cycling - Road, Cycling - Track",25,182,74,F
0,Fencing,24,170,64,F
0,Cycling - Road,23,185,70,M
0,Hockey,22,171,63,F
0,Cycling - BMX,20,178,74,M
0,Gymnastics - Artistic,17,156,,F
0,Beach Volleyball,21,180,65,F
0,Cycling - BMX,21,188,88,M
0,Equestrian,44,170,56,F
0,Cycling - Track,20,186,75,M
0,Cycling - Mountain Bike,27,184,69,M
0,Cycling - Mountain Bike,28,177,64,M
0,Hockey,31,187,85,M
0,Beach Volleyball,24,178,68,F
0,Canoe Sprint,30,182,85,M
0,Sailing,27,181,83,M
0,Archery,32,157,51,F
0,Swimming,15,180,68,F
0,Hockey,23,178,70,F
0,Athletics,27,189,87,M
0,Hockey,23,180,67,F
0,Hockey,24,170,62,F
0,Shooting,29,164,60,F
0,Equestrian,50,184,74,F
0,Hockey,27,173,63,F
0,Sailing,23,190,80,M
0,Swimming,18,172,64,F
0,Sailing,24,188,83,M
1,Judo,21,157,48,F
0,Equestrian,49,171,69,M
0,Hockey,24,185,75,M
0,Judo,28,173,73,M
0,Cycling - Track,23,185,92,M
0,Cycling - Road,29,168,62,F
0,Football,25,162,60,F
0,Judo,22,180,73,M
0,Athletics,27,182,80,M
0,Hockey,24,180,79,M
0,Cycling - Road,28,199,84,M
1,Swimming,28,193,95,M
0,Hockey,17,174,63,F
0,Swimming,22,,,F
0,Basketball,29,175,66,F
0,Rowing,37,180,70,M
0,Table Tennis,25,177,82,M
0,Swimming,19,179,71,M
0,Weightlifting,25,175,94,M
0,Basketball,28,175,60,F
0,Wrestling,23,166,66,M
0,Tennis,25,,,M
0,Basketball,29,208,115,M
0,Water Polo,27,191,88,M
0,Water Polo,28,201,95,M
0,Water Polo,25,193,95,M
0,Shooting,36,184,80,M
0,Boxing,24,171,,M
0,Triathlon,23,188,65,M
0,Athletics,34,196,125,M
0,Rowing,34,184,72,M
0,Water Polo,37,201,105,M
0,Athletics,28,174,54,M
0,Athletics,29,,,F
0,Rowing,25,177,77,F
0,Boxing,18,,,M
0,Volleyball,30,196,70,F
0,Wrestling,26,185,96,M
0,Cycling - Track,21,167,69,F
0,Athletics,36,157,47,F
0,Canoe Sprint,21,169,65,F
0,Athletics,25,172,62,F
0,Fencing,23,170,64,F
1,Rowing,28,183,72,F
0,Badminton,26,165,61,F
0,Modern Pentathlon,19,157,55,F
0,Cycling - BMX,20,185,85,M
0,Athletics,33,159,43,F
0,Cycling - Road,31,178,66,M
0,Boxing,20,,,M
0,Rowing,29,190,94,M
0,Weightlifting,30,183,140,M
0,Football,22,165,65,M
0,Football,23,170,65,F
0,Rowing,25,,,F
0,Athletics,31,179,60,F
0,Athletics,31,178,60,F
1,Swimming,33,182,67,F
0,Cycling - Track,28,186,78,M
0,Judo,21,175,77,F
0,Archery,26,180,81,M
0,Shooting,22,170,62,F
1,Fencing,27,170,67,F
0,Wrestling,28,162,55,M
0,Athletics,24,,,M
0,Volleyball,22,190,76,F
0,Gymnastics - Rhythmic,20,170,,F
0,Shooting,41,178,91,M
0,Rowing,34,200,93,M
0,Cycling - Track,23,180,82,M
0,Diving,31,,,F
0,Swimming,25,193,87,M
0,Wrestling,26,171,66,M
0,Modern Pentathlon,19,170,54,F
0,Athletics,38,178,57,F
0,Rowing,27,197,96,M
0,Cycling - Road,30,180,81,M
0,Wrestling,29,175,66,M
0,Gymnastics - Artistic,18,168,,M
0,Wrestling,34,165,55,F
0,Judo,26,195,112,M
0,Tennis,28,188,81,M
0,Judo,24,165,60,M
